"filename", "language", "TOML", "JSON", "YAML", "Luau", "Markdown", "JSON with Comments", "PostCSS", "TypeScript", "Rust", "Shell Script", "JavaScript", "comment", "blank", "total"
"c:\Users\Dynas\Sparking-Cards\Packages\_Index\evaera_cmdr@1.12.0\cmdr\Cmdr\BuiltInTypes\Vector.lua", "Luau", 0, 0, 0, 25, 0, 0, 0, 0, 0, 0, 0, 0, 6, 31
"c:\Users\Dynas\Sparking-Cards\Packages\_Index\evaera_cmdr@1.12.0\cmdr\Cmdr\CmdrClient\CmdrInterface\AutoComplete.lua", "Luau", 0, 0, 0, 149, 0, 0, 0, 0, 0, 0, 0, 27, 41, 217
"c:\Users\Dynas\Sparking-Cards\Packages\_Index\evaera_cmdr@1.12.0\cmdr\Cmdr\CmdrClient\CmdrInterface\Window.lua", "Luau", 0, 0, 0, 256, 0, 0, 0, 0, 0, 0, 0, 23, 58, 337
"c:\Users\Dynas\Sparking-Cards\Packages\_Index\evaera_cmdr@1.12.0\cmdr\Cmdr\CmdrClient\CmdrInterface\init.lua", "Luau", 0, 0, 0, 117, 0, 0, 0, 0, 0, 0, 0, 3, 32, 152
"c:\Users\Dynas\Sparking-Cards\Packages\_Index\evaera_cmdr@1.12.0\cmdr\Cmdr\CmdrClient\DefaultEventHandlers.lua", "Luau", 0, 0, 0, 13, 0, 0, 0, 0, 0, 0, 0, 0, 2, 15
"c:\Users\Dynas\Sparking-Cards\Packages\_Index\evaera_cmdr@1.12.0\cmdr\Cmdr\CmdrClient\init.lua", "Luau", 0, 0, 0, 90, 0, 0, 0, 0, 0, 0, 0, 14, 23, 127
"c:\Users\Dynas\Sparking-Cards\Packages\_Index\evaera_cmdr@1.12.0\cmdr\Cmdr\CreateGui.lua", "Luau", 0, 0, 0, 195, 0, 0, 0, 0, 0, 0, 0, 0, 23, 218
"c:\Users\Dynas\Sparking-Cards\Packages\_Index\evaera_cmdr@1.12.0\cmdr\Cmdr\Initialize.lua", "Luau", 0, 0, 0, 28, 0, 0, 0, 0, 0, 0, 0, 1, 12, 41
"c:\Users\Dynas\Sparking-Cards\Packages\_Index\evaera_cmdr@1.12.0\cmdr\Cmdr\Shared\Argument.lua", "Luau", 0, 0, 0, 196, 0, 0, 0, 0, 0, 0, 0, 8, 54, 258
"c:\Users\Dynas\Sparking-Cards\Packages\_Index\evaera_cmdr@1.12.0\cmdr\Cmdr\Shared\Command.lua", "Luau", 0, 0, 0, 160, 0, 0, 0, 0, 0, 0, 0, 22, 41, 223
"c:\Users\Dynas\Sparking-Cards\Packages\_Index\evaera_cmdr@1.12.0\cmdr\Cmdr\Shared\Dispatcher.lua", "Luau", 0, 0, 0, 135, 0, 0, 0, 0, 0, 0, 0, 15, 40, 190
"c:\Users\Dynas\Sparking-Cards\Packages\_Index\evaera_cmdr@1.12.0\cmdr\Cmdr\Shared\Registry.lua", "Luau", 0, 0, 0, 213, 0, 0, 0, 0, 0, 0, 0, 24, 58, 295
"c:\Users\Dynas\Sparking-Cards\Packages\_Index\evaera_cmdr@1.12.0\cmdr\Cmdr\Shared\Util.lua", "Luau", 0, 0, 0, 423, 0, 0, 0, 0, 0, 0, 0, 35, 91, 549
"c:\Users\Dynas\Sparking-Cards\Packages\_Index\evaera_cmdr@1.12.0\cmdr\Cmdr\init.lua", "Luau", 0, 0, 0, 33, 0, 0, 0, 0, 0, 0, 0, 1, 7, 41
"c:\Users\Dynas\Sparking-Cards\Packages\_Index\evaera_cmdr@1.12.0\cmdr\README.md", "Markdown", 0, 0, 0, 0, 17, 0, 0, 0, 0, 0, 0, 0, 6, 23
"c:\Users\Dynas\Sparking-Cards\Packages\_Index\evaera_cmdr@1.12.0\cmdr\aftman.toml", "TOML", 4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 1, 8
"c:\Users\Dynas\Sparking-Cards\Packages\_Index\evaera_cmdr@1.12.0\cmdr\default.project.json", "JSON", 0, 6, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6
"c:\Users\Dynas\Sparking-Cards\Packages\_Index\evaera_cmdr@1.12.0\cmdr\rotriever.toml", "TOML", 6, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 7
"c:\Users\Dynas\Sparking-Cards\Packages\_Index\evaera_cmdr@1.12.0\cmdr\selene.toml", "TOML", 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1
"c:\Users\Dynas\Sparking-Cards\Packages\_Index\evaera_cmdr@1.12.0\cmdr\test-place.project.json", "JSON", 0, 12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 14
"c:\Users\Dynas\Sparking-Cards\Packages\_Index\evaera_cmdr@1.12.0\cmdr\wally.toml", "TOML", 9, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 11
"c:\Users\Dynas\Sparking-Cards\Packages\_Index\evaera_promise@4.0.0\promise\CHANGELOG.md", "Markdown", 0, 0, 0, 0, 123, 0, 0, 0, 0, 0, 0, 0, 34, 157
"c:\Users\Dynas\Sparking-Cards\Packages\_Index\evaera_promise@4.0.0\promise\README.md", "Markdown", 0, 0, 0, 0, 15, 0, 0, 0, 0, 0, 0, 1, 7, 23
"c:\Users\Dynas\Sparking-Cards\Packages\_Index\evaera_promise@4.0.0\promise\aftman.toml", "TOML", 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3
"c:\Users\Dynas\Sparking-Cards\Packages\_Index\evaera_promise@4.0.0\promise\default.project.json", "JSON", 0, 6, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6
"c:\Users\Dynas\Sparking-Cards\Packages\_Index\evaera_promise@4.0.0\promise\docs\Examples.md", "Markdown", 0, 0, 0, 0, 83, 0, 0, 0, 0, 0, 0, 0, 23, 106
"c:\Users\Dynas\Sparking-Cards\Packages\_Index\evaera_promise@4.0.0\promise\docs\Installation.md", "Markdown", 0, 0, 0, 0, 34, 0, 0, 0, 0, 0, 0, 0, 14, 48
"c:\Users\Dynas\Sparking-Cards\Packages\_Index\evaera_promise@4.0.0\promise\docs\Tour.md", "Markdown", 0, 0, 0, 0, 130, 0, 0, 0, 0, 0, 0, 0, 53, 183
"c:\Users\Dynas\Sparking-Cards\Packages\_Index\evaera_promise@4.0.0\promise\docs\WhyUsePromises.md", "Markdown", 0, 0, 0, 0, 183, 0, 0, 0, 0, 0, 0, 0, 73, 256
"c:\Users\Dynas\Sparking-Cards\Packages\_Index\evaera_promise@4.0.0\promise\docs\intro.md", "Markdown", 0, 0, 0, 0, 10, 0, 0, 0, 0, 0, 0, 0, 3, 13
"c:\Users\Dynas\Sparking-Cards\Packages\_Index\evaera_promise@4.0.0\promise\foreman.toml", "TOML", 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3
"c:\Users\Dynas\Sparking-Cards\Packages\_Index\evaera_promise@4.0.0\promise\lib\init.lua", "Luau", 0, 0, 0, 1513, 0, 0, 0, 0, 0, 0, 0, 152, 404, 2069
"c:\Users\Dynas\Sparking-Cards\Packages\_Index\evaera_promise@4.0.0\promise\lib\init.spec.lua", "Luau", 0, 0, 0, 1433, 0, 0, 0, 0, 0, 0, 0, 5, 407, 1845
"c:\Users\Dynas\Sparking-Cards\Packages\_Index\evaera_promise@4.0.0\promise\modules\testez\.github\workflows\ci.yml", "YAML", 0, 0, 61, 0, 0, 0, 0, 0, 0, 0, 0, 2, 17, 80
"c:\Users\Dynas\Sparking-Cards\Packages\_Index\evaera_promise@4.0.0\promise\modules\testez\.github\workflows\clabot.yml", "YAML", 0, 0, 20, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 22
"c:\Users\Dynas\Sparking-Cards\Packages\_Index\evaera_promise@4.0.0\promise\modules\testez\.github\workflows\release.yml", "YAML", 0, 0, 60, 0, 0, 0, 0, 0, 0, 0, 0, 0, 17, 77
"c:\Users\Dynas\Sparking-Cards\Packages\_Index\evaera_promise@4.0.0\promise\modules\testez\CHANGELOG.md", "Markdown", 0, 0, 0, 0, 30, 0, 0, 0, 0, 0, 0, 0, 8, 38
"c:\Users\Dynas\Sparking-Cards\Packages\_Index\evaera_promise@4.0.0\promise\modules\testez\CONTRIBUTING.md", "Markdown", 0, 0, 0, 0, 55, 0, 0, 0, 0, 0, 0, 0, 25, 80
"c:\Users\Dynas\Sparking-Cards\Packages\_Index\evaera_promise@4.0.0\promise\modules\testez\Cargo.lock", "TOML", 614, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 76, 692
"c:\Users\Dynas\Sparking-Cards\Packages\_Index\evaera_promise@4.0.0\promise\modules\testez\Cargo.toml", "TOML", 4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4
"c:\Users\Dynas\Sparking-Cards\Packages\_Index\evaera_promise@4.0.0\promise\modules\testez\DESIGN.md", "Markdown", 0, 0, 0, 0, 44, 0, 0, 0, 0, 0, 0, 0, 22, 66
"c:\Users\Dynas\Sparking-Cards\Packages\_Index\evaera_promise@4.0.0\promise\modules\testez\README.md", "Markdown", 0, 0, 0, 0, 23, 0, 0, 0, 0, 0, 0, 0, 9, 32
"c:\Users\Dynas\Sparking-Cards\Packages\_Index\evaera_promise@4.0.0\promise\modules\testez\default.project.json", "JSON", 0, 6, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6
"c:\Users\Dynas\Sparking-Cards\Packages\_Index\evaera_promise@4.0.0\promise\modules\testez\docs\api-reference.md", "Markdown", 0, 0, 0, 0, 91, 0, 0, 0, 0, 0, 0, 0, 32, 123
"c:\Users\Dynas\Sparking-Cards\Packages\_Index\evaera_promise@4.0.0\promise\modules\testez\docs\getting-started\debugging-tests.md", "Markdown", 0, 0, 0, 0, 27, 0, 0, 0, 0, 0, 0, 0, 10, 37
"c:\Users\Dynas\Sparking-Cards\Packages\_Index\evaera_promise@4.0.0\promise\modules\testez\docs\getting-started\installation.md", "Markdown", 0, 0, 0, 0, 8, 0, 0, 0, 0, 0, 0, 0, 3, 11
"c:\Users\Dynas\Sparking-Cards\Packages\_Index\evaera_promise@4.0.0\promise\modules\testez\docs\getting-started\running-tests.md", "Markdown", 0, 0, 0, 0, 7, 0, 0, 0, 0, 0, 0, 0, 4, 11
"c:\Users\Dynas\Sparking-Cards\Packages\_Index\evaera_promise@4.0.0\promise\modules\testez\docs\getting-started\writing-tests.md", "Markdown", 0, 0, 0, 0, 35, 0, 0, 0, 0, 0, 0, 0, 10, 45
"c:\Users\Dynas\Sparking-Cards\Packages\_Index\evaera_promise@4.0.0\promise\modules\testez\docs\index.md", "Markdown", 0, 0, 0, 0, 3, 0, 0, 0, 0, 0, 0, 0, 2, 5
"c:\Users\Dynas\Sparking-Cards\Packages\_Index\evaera_promise@4.0.0\promise\modules\testez\foreman.toml", "TOML", 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2
"c:\Users\Dynas\Sparking-Cards\Packages\_Index\evaera_promise@4.0.0\promise\modules\testez\mkdocs.yml", "YAML", 0, 0, 24, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 27
"c:\Users\Dynas\Sparking-Cards\Packages\_Index\evaera_promise@4.0.0\promise\modules\testez\modules\lemur\.travis.yml", "YAML", 0, 0, 24, 0, 0, 0, 0, 0, 0, 0, 0, 1, 6, 31
"c:\Users\Dynas\Sparking-Cards\Packages\_Index\evaera_promise@4.0.0\promise\modules\testez\modules\lemur\CHANGELOG.md", "Markdown", 0, 0, 0, 0, 17, 0, 0, 0, 0, 0, 0, 0, 2, 19
"c:\Users\Dynas\Sparking-Cards\Packages\_Index\evaera_promise@4.0.0\promise\modules\testez\modules\lemur\FEATURES.md", "Markdown", 0, 0, 0, 0, 212, 0, 0, 0, 0, 0, 0, 0, 7, 219
"c:\Users\Dynas\Sparking-Cards\Packages\_Index\evaera_promise@4.0.0\promise\modules\testez\modules\lemur\LICENSE.md", "Markdown", 0, 0, 0, 0, 5, 0, 0, 0, 0, 0, 0, 0, 5, 10
"c:\Users\Dynas\Sparking-Cards\Packages\_Index\evaera_promise@4.0.0\promise\modules\testez\modules\lemur\README.md", "Markdown", 0, 0, 0, 0, 48, 0, 0, 0, 0, 0, 0, 0, 19, 67
"c:\Users\Dynas\Sparking-Cards\Packages\_Index\evaera_promise@4.0.0\promise\modules\testez\modules\lemur\init.lua", "Luau", 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1
"c:\Users\Dynas\Sparking-Cards\Packages\_Index\evaera_promise@4.0.0\promise\modules\testez\modules\lemur\lib\Enum\ConnectionState.lua", "Luau", 0, 0, 0, 5, 0, 0, 0, 0, 0, 0, 0, 0, 1, 6
"c:\Users\Dynas\Sparking-Cards\Packages\_Index\evaera_promise@4.0.0\promise\modules\testez\modules\lemur\lib\Enum\CreatorType.lua", "Luau", 0, 0, 0, 5, 0, 0, 0, 0, 0, 0, 0, 0, 1, 6
"c:\Users\Dynas\Sparking-Cards\Packages\_Index\evaera_promise@4.0.0\promise\modules\testez\modules\lemur\lib\Enum\DataStoreRequestType.lua", "Luau", 0, 0, 0, 9, 0, 0, 0, 0, 0, 0, 0, 0, 1, 10
"c:\Users\Dynas\Sparking-Cards\Packages\_Index\evaera_promise@4.0.0\promise\modules\testez\modules\lemur\lib\Enum\EasingDirection.lua", "Luau", 0, 0, 0, 6, 0, 0, 0, 0, 0, 0, 0, 0, 1, 7
"c:\Users\Dynas\Sparking-Cards\Packages\_Index\evaera_promise@4.0.0\promise\modules\testez\modules\lemur\lib\Enum\EasingStyle.lua", "Luau", 0, 0, 0, 11, 0, 0, 0, 0, 0, 0, 0, 0, 1, 12
"c:\Users\Dynas\Sparking-Cards\Packages\_Index\evaera_promise@4.0.0\promise\modules\testez\modules\lemur\lib\Enum\FillDirection.lua", "Luau", 0, 0, 0, 5, 0, 0, 0, 0, 0, 0, 0, 0, 1, 6
"c:\Users\Dynas\Sparking-Cards\Packages\_Index\evaera_promise@4.0.0\promise\modules\testez\modules\lemur\lib\Enum\Font.lua", "Luau", 0, 0, 0, 22, 0, 0, 0, 0, 0, 0, 0, 0, 1, 23
"c:\Users\Dynas\Sparking-Cards\Packages\_Index\evaera_promise@4.0.0\promise\modules\testez\modules\lemur\lib\Enum\HorizontalAlignment.lua", "Luau", 0, 0, 0, 6, 0, 0, 0, 0, 0, 0, 0, 0, 1, 7
"c:\Users\Dynas\Sparking-Cards\Packages\_Index\evaera_promise@4.0.0\promise\modules\testez\modules\lemur\lib\Enum\HttpContentType.lua", "Luau", 0, 0, 0, 11, 0, 0, 0, 0, 0, 0, 0, 0, 2, 13
"c:\Users\Dynas\Sparking-Cards\Packages\_Index\evaera_promise@4.0.0\promise\modules\testez\modules\lemur\lib\Enum\InfoType.lua", "Luau", 0, 0, 0, 6, 0, 0, 0, 0, 0, 0, 0, 0, 1, 7
"c:\Users\Dynas\Sparking-Cards\Packages\_Index\evaera_promise@4.0.0\promise\modules\testez\modules\lemur\lib\Enum\KeyCode.lua", "Luau", 0, 0, 0, 257, 0, 0, 0, 0, 0, 0, 0, 0, 1, 258
"c:\Users\Dynas\Sparking-Cards\Packages\_Index\evaera_promise@4.0.0\promise\modules\testez\modules\lemur\lib\Enum\MouseBehavior.lua", "Luau", 0, 0, 0, 6, 0, 0, 0, 0, 0, 0, 0, 0, 1, 7
"c:\Users\Dynas\Sparking-Cards\Packages\_Index\evaera_promise@4.0.0\promise\modules\testez\modules\lemur\lib\Enum\Platform.lua", "Luau", 0, 0, 0, 23, 0, 0, 0, 0, 0, 0, 0, 0, 1, 24
"c:\Users\Dynas\Sparking-Cards\Packages\_Index\evaera_promise@4.0.0\promise\modules\testez\modules\lemur\lib\Enum\PlaybackState.lua", "Luau", 0, 0, 0, 9, 0, 0, 0, 0, 0, 0, 0, 0, 1, 10
"c:\Users\Dynas\Sparking-Cards\Packages\_Index\evaera_promise@4.0.0\promise\modules\testez\modules\lemur\lib\Enum\ScaleType.lua", "Luau", 0, 0, 0, 8, 0, 0, 0, 0, 0, 0, 0, 0, 1, 9
"c:\Users\Dynas\Sparking-Cards\Packages\_Index\evaera_promise@4.0.0\promise\modules\testez\modules\lemur\lib\Enum\ScrollBarInset.lua", "Luau", 0, 0, 0, 6, 0, 0, 0, 0, 0, 0, 0, 0, 1, 7
"c:\Users\Dynas\Sparking-Cards\Packages\_Index\evaera_promise@4.0.0\promise\modules\testez\modules\lemur\lib\Enum\ScrollingDirection.lua", "Luau", 0, 0, 0, 6, 0, 0, 0, 0, 0, 0, 0, 0, 1, 7
"c:\Users\Dynas\Sparking-Cards\Packages\_Index\evaera_promise@4.0.0\promise\modules\testez\modules\lemur\lib\Enum\SizeConstraint.lua", "Luau", 0, 0, 0, 6, 0, 0, 0, 0, 0, 0, 0, 0, 1, 7
"c:\Users\Dynas\Sparking-Cards\Packages\_Index\evaera_promise@4.0.0\promise\modules\testez\modules\lemur\lib\Enum\SortOrder.lua", "Luau", 0, 0, 0, 6, 0, 0, 0, 0, 0, 0, 0, 0, 1, 7
"c:\Users\Dynas\Sparking-Cards\Packages\_Index\evaera_promise@4.0.0\promise\modules\testez\modules\lemur\lib\Enum\TextTruncate.lua", "Luau", 0, 0, 0, 5, 0, 0, 0, 0, 0, 0, 0, 0, 1, 6
"c:\Users\Dynas\Sparking-Cards\Packages\_Index\evaera_promise@4.0.0\promise\modules\testez\modules\lemur\lib\Enum\TextXAlignment.lua", "Luau", 0, 0, 0, 6, 0, 0, 0, 0, 0, 0, 0, 0, 1, 7
"c:\Users\Dynas\Sparking-Cards\Packages\_Index\evaera_promise@4.0.0\promise\modules\testez\modules\lemur\lib\Enum\TextYAlignment.lua", "Luau", 0, 0, 0, 6, 0, 0, 0, 0, 0, 0, 0, 0, 1, 7
"c:\Users\Dynas\Sparking-Cards\Packages\_Index\evaera_promise@4.0.0\promise\modules\testez\modules\lemur\lib\Enum\ThumbnailSize.lua", "Luau", 0, 0, 0, 10, 0, 0, 0, 0, 0, 0, 0, 0, 1, 11
"c:\Users\Dynas\Sparking-Cards\Packages\_Index\evaera_promise@4.0.0\promise\modules\testez\modules\lemur\lib\Enum\ThumbnailType.lua", "Luau", 0, 0, 0, 6, 0, 0, 0, 0, 0, 0, 0, 0, 1, 7
"c:\Users\Dynas\Sparking-Cards\Packages\_Index\evaera_promise@4.0.0\promise\modules\testez\modules\lemur\lib\Enum\UserInputType.lua", "Luau", 0, 0, 0, 23, 0, 0, 0, 0, 0, 0, 0, 0, 1, 24
"c:\Users\Dynas\Sparking-Cards\Packages\_Index\evaera_promise@4.0.0\promise\modules\testez\modules\lemur\lib\Enum\VerticalAlignment.lua", "Luau", 0, 0, 0, 6, 0, 0, 0, 0, 0, 0, 0, 0, 1, 7
"c:\Users\Dynas\Sparking-Cards\Packages\_Index\evaera_promise@4.0.0\promise\modules\testez\modules\lemur\lib\Enum\VerticalScrollBarPosition.lua", "Luau", 0, 0, 0, 5, 0, 0, 0, 0, 0, 0, 0, 0, 1, 6
"c:\Users\Dynas\Sparking-Cards\Packages\_Index\evaera_promise@4.0.0\promise\modules\testez\modules\lemur\lib\Enum\VirtualInputMode.lua", "Luau", 0, 0, 0, 6, 0, 0, 0, 0, 0, 0, 0, 0, 1, 7
"c:\Users\Dynas\Sparking-Cards\Packages\_Index\evaera_promise@4.0.0\promise\modules\testez\modules\lemur\lib\Enum\ZIndexBehavior.lua", "Luau", 0, 0, 0, 5, 0, 0, 0, 0, 0, 0, 0, 0, 1, 6
"c:\Users\Dynas\Sparking-Cards\Packages\_Index\evaera_promise@4.0.0\promise\modules\testez\modules\lemur\lib\Enum\init.lua", "Luau", 0, 0, 0, 37, 0, 0, 0, 0, 0, 0, 0, 0, 5, 42
"c:\Users\Dynas\Sparking-Cards\Packages\_Index\evaera_promise@4.0.0\promise\modules\testez\modules\lemur\lib\Habitat.lua", "Luau", 0, 0, 0, 96, 0, 0, 0, 0, 0, 0, 0, 4, 33, 133
"c:\Users\Dynas\Sparking-Cards\Packages\_Index\evaera_promise@4.0.0\promise\modules\testez\modules\lemur\lib\Instance.lua", "Luau", 0, 0, 0, 12, 0, 0, 0, 0, 0, 0, 0, 0, 6, 18
"c:\Users\Dynas\Sparking-Cards\Packages\_Index\evaera_promise@4.0.0\promise\modules\testez\modules\lemur\lib\InstanceProperty.lua", "Luau", 0, 0, 0, 52, 0, 0, 0, 0, 0, 0, 0, 1, 12, 65
"c:\Users\Dynas\Sparking-Cards\Packages\_Index\evaera_promise@4.0.0\promise\modules\testez\modules\lemur\lib\Instance_spec.lua", "Luau", 0, 0, 0, 25, 0, 0, 0, 0, 0, 0, 0, 0, 8, 33
"c:\Users\Dynas\Sparking-Cards\Packages\_Index\evaera_promise@4.0.0\promise\modules\testez\modules\lemur\lib\Signal.lua", "Luau", 0, 0, 0, 65, 0, 0, 0, 0, 0, 0, 0, 7, 27, 99
"c:\Users\Dynas\Sparking-Cards\Packages\_Index\evaera_promise@4.0.0\promise\modules\testez\modules\lemur\lib\Signal_spec.lua", "Luau", 0, 0, 0, 68, 0, 0, 0, 0, 0, 0, 0, 2, 27, 97
"c:\Users\Dynas\Sparking-Cards\Packages\_Index\evaera_promise@4.0.0\promise\modules\testez\modules\lemur\lib\TaskScheduler.lua", "Luau", 0, 0, 0, 33, 0, 0, 0, 0, 0, 0, 0, 0, 12, 45
"c:\Users\Dynas\Sparking-Cards\Packages\_Index\evaera_promise@4.0.0\promise\modules\testez\modules\lemur\lib\assign.lua", "Luau", 0, 0, 0, 13, 0, 0, 0, 0, 0, 0, 0, 1, 3, 17
"c:\Users\Dynas\Sparking-Cards\Packages\_Index\evaera_promise@4.0.0\promise\modules\testez\modules\lemur\lib\baste.lua", "Luau", 0, 0, 0, 233, 0, 0, 0, 0, 0, 0, 0, 19, 80, 332
"c:\Users\Dynas\Sparking-Cards\Packages\_Index\evaera_promise@4.0.0\promise\modules\testez\modules\lemur\lib\createEnum.lua", "Luau", 0, 0, 0, 41, 0, 0, 0, 0, 0, 0, 0, 0, 18, 59
"c:\Users\Dynas\Sparking-Cards\Packages\_Index\evaera_promise@4.0.0\promise\modules\testez\modules\lemur\lib\createEnumGroup.lua", "Luau", 0, 0, 0, 23, 0, 0, 0, 0, 0, 0, 0, 2, 9, 34
"c:\Users\Dynas\Sparking-Cards\Packages\_Index\evaera_promise@4.0.0\promise\modules\testez\modules\lemur\lib\createEnumGroup_spec.lua", "Luau", 0, 0, 0, 33, 0, 0, 0, 0, 0, 0, 0, 0, 10, 43
"c:\Users\Dynas\Sparking-Cards\Packages\_Index\evaera_promise@4.0.0\promise\modules\testez\modules\lemur\lib\createEnum_spec.lua", "Luau", 0, 0, 0, 42, 0, 0, 0, 0, 0, 0, 0, 0, 13, 55
"c:\Users\Dynas\Sparking-Cards\Packages\_Index\evaera_promise@4.0.0\promise\modules\testez\modules\lemur\lib\createEnvironment.lua", "Luau", 0, 0, 0, 41, 0, 0, 0, 0, 0, 0, 0, 1, 14, 56
"c:\Users\Dynas\Sparking-Cards\Packages\_Index\evaera_promise@4.0.0\promise\modules\testez\modules\lemur\lib\createSettings.lua", "Luau", 0, 0, 0, 50, 0, 0, 0, 0, 0, 0, 0, 2, 17, 69
"c:\Users\Dynas\Sparking-Cards\Packages\_Index\evaera_promise@4.0.0\promise\modules\testez\modules\lemur\lib\createSettings_spec.lua", "Luau", 0, 0, 0, 74, 0, 0, 0, 0, 0, 0, 0, 0, 18, 92
"c:\Users\Dynas\Sparking-Cards\Packages\_Index\evaera_promise@4.0.0\promise\modules\testez\modules\lemur\lib\fs.lua", "Luau", 0, 0, 0, 22, 0, 0, 0, 0, 0, 0, 0, 0, 11, 33
"c:\Users\Dynas\Sparking-Cards\Packages\_Index\evaera_promise@4.0.0\promise\modules\testez\modules\lemur\lib\fs_spec.lua", "Luau", 0, 0, 0, 14, 0, 0, 0, 0, 0, 0, 0, 0, 5, 19
"c:\Users\Dynas\Sparking-Cards\Packages\_Index\evaera_promise@4.0.0\promise\modules\testez\modules\lemur\lib\functions\init.lua", "Luau", 0, 0, 0, 10, 0, 0, 0, 0, 0, 0, 0, 0, 3, 13
"c:\Users\Dynas\Sparking-Cards\Packages\_Index\evaera_promise@4.0.0\promise\modules\testez\modules\lemur\lib\functions\settings\RenderSettings.lua", "Luau", 0, 0, 0, 39, 0, 0, 0, 0, 0, 0, 0, 0, 17, 56
"c:\Users\Dynas\Sparking-Cards\Packages\_Index\evaera_promise@4.0.0\promise\modules\testez\modules\lemur\lib\functions\settings\RenderSettings_spec.lua", "Luau", 0, 0, 0, 34, 0, 0, 0, 0, 0, 0, 0, 0, 6, 40
"c:\Users\Dynas\Sparking-Cards\Packages\_Index\evaera_promise@4.0.0\promise\modules\testez\modules\lemur\lib\functions\tick.lua", "Luau", 0, 0, 0, 8, 0, 0, 0, 0, 0, 0, 0, 0, 2, 10
"c:\Users\Dynas\Sparking-Cards\Packages\_Index\evaera_promise@4.0.0\promise\modules\testez\modules\lemur\lib\functions\tick_spec.lua", "Luau", 0, 0, 0, 6, 0, 0, 0, 0, 0, 0, 0, 0, 1, 7
"c:\Users\Dynas\Sparking-Cards\Packages\_Index\evaera_promise@4.0.0\promise\modules\testez\modules\lemur\lib\functions\typeof.lua", "Luau", 0, 0, 0, 15, 0, 0, 0, 0, 0, 0, 0, 0, 6, 21
"c:\Users\Dynas\Sparking-Cards\Packages\_Index\evaera_promise@4.0.0\promise\modules\testez\modules\lemur\lib\functions\typeof_spec.lua", "Luau", 0, 0, 0, 17, 0, 0, 0, 0, 0, 0, 0, 0, 4, 21
"c:\Users\Dynas\Sparking-Cards\Packages\_Index\evaera_promise@4.0.0\promise\modules\testez\modules\lemur\lib\functions\warn.lua", "Luau", 0, 0, 0, 12, 0, 0, 0, 0, 0, 0, 0, 0, 3, 15
"c:\Users\Dynas\Sparking-Cards\Packages\_Index\evaera_promise@4.0.0\promise\modules\testez\modules\lemur\lib\functions\warn_spec.lua", "Luau", 0, 0, 0, 38, 0, 0, 0, 0, 0, 0, 0, 0, 9, 47
"c:\Users\Dynas\Sparking-Cards\Packages\_Index\evaera_promise@4.0.0\promise\modules\testez\modules\lemur\lib\init.lua", "Luau", 0, 0, 0, 7, 0, 0, 0, 0, 0, 0, 0, 0, 2, 9
"c:\Users\Dynas\Sparking-Cards\Packages\_Index\evaera_promise@4.0.0\promise\modules\testez\modules\lemur\lib\init_spec.lua", "Luau", 0, 0, 0, 6, 0, 0, 0, 0, 0, 0, 0, 0, 1, 7
"c:\Users\Dynas\Sparking-Cards\Packages\_Index\evaera_promise@4.0.0\promise\modules\testez\modules\lemur\lib\instances\AnalyticsService.lua", "Luau", 0, 0, 0, 3, 0, 0, 0, 0, 0, 0, 0, 0, 1, 4
"c:\Users\Dynas\Sparking-Cards\Packages\_Index\evaera_promise@4.0.0\promise\modules\testez\modules\lemur\lib\instances\AnalyticsService_spec.lua", "Luau", 0, 0, 0, 7, 0, 0, 0, 0, 0, 0, 0, 0, 2, 9
"c:\Users\Dynas\Sparking-Cards\Packages\_Index\evaera_promise@4.0.0\promise\modules\testez\modules\lemur\lib\instances\BaseInstance.lua", "Luau", 0, 0, 0, 282, 0, 0, 0, 0, 0, 0, 0, 9, 104, 395
"c:\Users\Dynas\Sparking-Cards\Packages\_Index\evaera_promise@4.0.0\promise\modules\testez\modules\lemur\lib\instances\BaseInstance_spec.lua", "Luau", 0, 0, 0, 548, 0, 0, 0, 0, 0, 0, 0, 2, 172, 722
"c:\Users\Dynas\Sparking-Cards\Packages\_Index\evaera_promise@4.0.0\promise\modules\testez\modules\lemur\lib\instances\BindableEvent.lua", "Luau", 0, 0, 0, 13, 0, 0, 0, 0, 0, 0, 0, 0, 4, 17
